user_id,trip_id,timestamp,speed_kmph,battery_level_percent,tire_pressure_psi,cabin_temp_c
user_0,0_trip_1,2025-01-03T00:06:00,6.8,91.07,34.15,21.2
user_0,0_trip_1,2025-01-03T00:06:30,76.9,95.1,33.85,20.4
user_0,0_trip_1,2025-01-03T00:07:00,1.7,95.27,33.87,20.2
user_0,0_trip_1,2025-01-03T00:07:30,18.5,95.87,31.58,24.3
user_0,0_trip_1,2025-01-03T00:08:00,57.2,93.44,31.25,24.9
user_0,0_trip_1,2025-01-03T00:08:30,99.1,83.11,33.87,23.8
user_0,0_trip_1,2025-01-03T00:09:00,111.7,84.45,31.89,24.8
user_0,0_trip_1,2025-01-03T00:09:30,43.2,91.99,30.69,22.5
user_0,0_trip_1,2025-01-03T00:10:00,66.9,81.07,34.38,21.8
user_0,0_trip_1,2025-01-03T00:10:30,87.0,89.84,31.92,24.9
user_0,0_trip_1,2025-01-03T00:11:00,60.1,87.4,33.29,21.5
user_0,0_trip_1,2025-01-03T00:11:30,116.8,87.91,31.12,20.3
user_0,0_trip_1,2025-01-03T00:12:00,21.1,89.99,32.03,21.3
user_0,0_trip_1,2025-01-03T00:12:30,101.8,92.13,32.22,22.5
user_0,0_trip_1,2025-01-03T00:13:00,16.3,91.19,33.13,22.5
user_0,0_trip_1,2025-01-03T00:13:30,34.5,97.15,34.09,23.4
user_0,0_trip_1,2025-01-03T00:14:00,37.4,96.31,33.33,21.9
user_0,0_trip_1,2025-01-03T00:14:30,91.8,84.51,32.14,24.5
user_0,0_trip_2,2025-02-12T00:00:00,12.7,100.0,30.52,22.0
user_0,0_trip_2,2025-02-12T00:00:30,14.5,99.42,32.2,24.4
user_0,0_trip_2,2025-02-12T00:01:00,78.6,99.17,32.82,20.8
user_0,0_trip_2,2025-02-12T00:01:30,69.0,97.16,33.33,21.2
user_0,0_trip_2,2025-02-12T00:02:00,111.7,99.05,30.38,23.3
user_0,0_trip_2,2025-02-12T00:02:30,55.2,95.17,32.31,20.4
user_0,0_trip_2,2025-02-12T00:03:00,62.4,94.75,33.57,21.9
user_0,0_trip_2,2025-02-12T00:03:30,83.7,96.4,34.7,21.0
user_0,0_trip_2,2025-02-12T00:04:00,6.2,97.3,33.12,20.0
user_0,0_trip_2,2025-02-12T00:04:30,71.2,96.41,30.78,20.5
user_0,0_trip_2,2025-02-12T00:05:00,31.0,92.84,32.87,21.4
user_0,0_trip_2,2025-02-12T00:05:30,30.3,92.92,34.85,21.5
user_0,0_trip_2,2025-02-12T00:06:00,57.6,91.27,32.58,22.9
user_0,0_trip_2,2025-02-12T00:06:30,85.8,93.81,31.95,23.7
user_0,0_trip_2,2025-02-12T00:07:00,84.1,91.97,32.4,22.3
user_0,0_trip_2,2025-02-12T00:07:30,36.9,88.68,32.62,20.3
user_0,0_trip_2,2025-02-12T00:08:00,35.1,97.23,33.09,23.2
user_0,0_trip_2,2025-02-12T00:08:30,19.5,97.27,33.47,24.2
user_0,0_trip_2,2025-02-12T00:09:00,88.3,87.83,30.14,21.6
user_0,0_trip_2,2025-02-12T00:09:30,79.6,95.81,32.1,21.9
user_0,0_trip_2,2025-02-12T00:10:00,83.6,89.18,30.31,24.5
user_0,0_trip_2,2025-02-12T00:10:30,119.4,87.85,34.65,24.6
user_0,0_trip_2,2025-02-12T00:11:00,74.5,87.15,34.84,22.2
user_0,0_trip_2,2025-02-12T00:11:30,68.8,89.95,34.35,20.5
user_0,0_trip_2,2025-02-12T00:12:00,20.5,86.46,31.14,22.5
user_0,0_trip_2,2025-02-12T00:12:30,29.0,78.0,30.55,22.6
user_0,0_trip_2,2025-02-12T00:13:00,82.8,89.24,34.59,20.5
user_0,0_trip_2,2025-02-12T00:13:30,88.4,78.71,34.95,21.6
user_0,0_trip_2,2025-02-12T00:14:00,86.0,92.11,34.05,23.5
user_0,0_trip_2,2025-02-12T00:14:30,6.7,77.55,31.44,21.6
user_0,0_trip_3,2025-02-02T00:00:00,9.3,100.0,31.92,20.9
user_0,0_trip_3,2025-02-02T00:00:30,83.9,99.66,31.04,20.5
user_0,0_trip_3,2025-02-02T00:01:00,94.0,98.73,32.57,22.1
user_0,0_trip_3,2025-02-02T00:01:30,16.1,97.81,30.77,20.5
user_0,0_trip_3,2025-02-02T00:02:00,30.8,96.35,30.17,22.6
user_0,0_trip_3,2025-02-02T00:02:30,8.9,95.17,30.01,23.2
user_0,0_trip_3,2025-02-02T00:03:00,58.2,98.14,31.48,21.0
user_0,0_trip_3,2025-02-02T00:03:30,33.6,96.68,30.91,25.0
user_0,0_trip_3,2025-02-02T00:04:00,106.4,96.5,34.8,21.2
user_0,0_trip_3,2025-02-02T00:04:30,44.0,96.85,33.55,23.2
user_0,0_trip_3,2025-02-02T00:05:00,71.1,94.07,34.71,20.2
user_0,0_trip_3,2025-02-02T00:05:30,20.5,97.41,31.8,23.6
user_0,0_trip_3,2025-02-02T00:06:00,10.6,91.48,34.78,21.1
user_0,0_trip_3,2025-02-02T00:06:30,42.1,88.49,32.37,23.2
user_0,0_trip_3,2025-02-02T00:07:00,80.2,86.97,31.83,21.3
user_0,0_trip_3,2025-02-02T00:07:30,89.3,89.6,32.68,20.8
user_0,0_trip_3,2025-02-02T00:08:00,6.2,85.68,30.71,23.6
user_0,0_trip_3,2025-02-02T00:08:30,29.5,93.9,32.35,24.4
user_0,0_trip_3,2025-02-02T00:09:00,30.8,83.76,34.64,24.7
user_0,0_trip_3,2025-02-02T00:09:30,96.3,82.77,30.23,22.0
user_0,0_trip_3,2025-02-02T00:10:00,9.2,95.91,31.13,20.1
user_0,0_trip_3,2025-02-02T00:10:30,32.0,85.5,34.56,20.7
user_0,0_trip_3,2025-02-02T00:11:00,43.7,85.24,30.98,20.3
user_0,0_trip_3,2025-02-02T00:11:30,59.0,82.13,32.09,24.0
user_0,0_trip_3,2025-02-02T00:12:00,117.6,83.24,31.09,21.8
user_0,0_trip_3,2025-02-02T00:12:30,42.9,92.1,31.85,22.8
user_0,0_trip_3,2025-02-02T00:13:00,63.1,93.8,31.3,21.0
user_0,0_trip_3,2025-02-02T00:13:30,67.7,86.64,32.65,21.9
user_0,0_trip_3,2025-02-02T00:14:00,67.3,96.1,31.73,21.8
user_0,0_trip_3,2025-02-02T00:14:30,85.4,91.66,34.32,21.0
user_0,0_trip_4,2025-02-04T00:00:00,0.4,100.0,33.67,20.6
user_0,0_trip_4,2025-02-04T00:00:30,75.6,99.9,33.37,20.1
user_0,0_trip_4,2025-02-04T00:01:00,30.2,98.21,31.85,20.5
user_0,0_trip_4,2025-02-04T00:01:30,96.9,99.66,32.06,24.2
user_0,0_trip_4,2025-02-04T00:02:00,41.6,98.44,32.98,23.1
user_0,0_trip_4,2025-02-04T00:02:30,116.0,99.32,31.99,22.7
user_0,0_trip_4,2025-02-04T00:03:00,47.6,96.21,34.33,23.7
user_0,0_trip_4,2025-02-04T00:03:30,85.5,98.27,30.85,20.9
user_0,0_trip_4,2025-02-04T00:04:00,30.2,99.07,32.0,23.5
user_0,0_trip_4,2025-02-04T00:04:30,68.9,92.07,34.13,24.3
user_0,0_trip_4,2025-02-04T00:05:00,56.3,91.39,33.69,21.2
user_0,0_trip_4,2025-02-04T00:05:30,91.1,95.54,30.39,23.4
user_0,0_trip_4,2025-02-04T00:06:00,96.3,89.67,34.91,20.7
user_0,0_trip_4,2025-02-04T00:06:30,5.9,88.91,32.74,20.5
user_0,0_trip_4,2025-02-04T00:07:00,97.9,95.87,32.77,23.4
user_0,0_trip_4,2025-02-04T00:07:30,109.9,88.24,31.35,23.6
user_0,0_trip_4,2025-02-04T00:08:00,15.8,94.26,31.65,20.7
user_0,0_trip_4,2025-02-04T00:08:30,31.3,89.2,30.85,21.2
user_0,0_trip_4,2025-02-04T00:09:00,17.8,87.0,33.87,20.3
user_0,0_trip_4,2025-02-04T00:09:30,3.3,94.84,32.24,24.7
user_0,0_trip_4,2025-02-04T00:10:00,20.6,86.13,30.81,23.3
user_0,0_trip_4,2025-02-04T00:10:30,39.9,85.79,34.18,22.8
user_0,0_trip_4,2025-02-04T00:11:00,85.7,93.18,31.15,20.8
user_0,0_trip_4,2025-02-04T00:11:30,38.7,89.82,33.18,22.4
user_0,0_trip_4,2025-02-04T00:12:00,49.3,84.89,34.47,23.5
user_0,0_trip_4,2025-02-04T00:12:30,33.0,80.96,34.0,21.4
user_0,0_trip_4,2025-02-04T00:13:00,108.0,84.83,34.83,24.3
user_0,0_trip_4,2025-02-04T00:13:30,104.2,86.16,34.67,21.1
user_0,0_trip_4,2025-02-04T00:14:00,8.3,90.27,32.76,20.0
user_0,0_trip_4,2025-02-04T00:14:30,55.8,81.51,31.96,24.5
user_1,1_trip_0,2025-01-17T00:00:00,45.2,100.0,34.74,24.5
user_1,1_trip_0,2025-01-17T00:00:30,86.6,99.6,32.35,23.6
user_1,1_trip_0,2025-01-17T00:01:00,50.6,98.92,34.66,23.9
user_1,1_trip_0,2025-01-17T00:01:30,51.5,98.11,31.46,24.1
user_1,1_trip_0,2025-01-17T00:02:00,80.2,97.54,33.54,24.3
user_1,1_trip_0,2025-01-17T00:02:30,23.5,96.23,30.91,21.5
user_1,1_trip_0,2025-01-17T00:03:00,113.6,98.56,31.4,20.8
user_1,1_trip_0,2025-01-17T00:03:30,19.2,98.13,30.8,22.7
user_1,1_trip_0,2025-01-17T00:04:00,26.8,95.44,33.93,21.0
user_1,1_trip_0,2025-01-17T00:04:30,112.7,96.46,33.61,21.1
user_1,1_trip_0,2025-01-17T00:05:00,72.2,98.75,30.72,23.4
user_1,1_trip_0,2025-01-17T00:05:30,92.6,90.37,31.46,24.9
user_1,1_trip_0,2025-01-17T00:06:00,102.2,89.32,33.44,25.0
user_1,1_trip_0,2025-01-17T00:06:30,35.9,96.69,31.69,20.8
user_1,1_trip_0,2025-01-17T00:07:00,70.8,96.65,34.05,21.9
user_1,1_trip_0,2025-01-17T00:07:30,81.0,91.45,34.12,22.8
user_1,1_trip_0,2025-01-17T00:08:00,69.0,95.14,34.37,23.2
user_1,1_trip_0,2025-01-17T00:08:30,4.2,91.95,30.78,24.8
user_1,1_trip_0,2025-01-17T00:09:00,83.0,95.01,34.77,21.4
user_1,1_trip_0,2025-01-17T00:09:30,42.3,94.74,31.71,24.1
user_1,1_trip_0,2025-01-17T00:10:00,87.3,81.27,31.17,23.6
user_1,1_trip_0,2025-01-17T00:10:30,53.6,85.73,32.91,23.9
user_1,1_trip_0,2025-01-17T00:11:00,9.6,79.87,34.63,20.1
user_1,1_trip_0,2025-01-17T00:11:30,29.1,97.03,33.2,21.3
user_1,1_trip_0,2025-01-17T00:12:00,67.4,89.79,31.73,22.5
user_1,1_trip_0,2025-01-17T00:12:30,119.0,89.73,34.55,20.6
user_1,1_trip_0,2025-01-17T00:13:00,21.8,81.06,30.96,20.0
user_1,1_trip_0,2025-01-17T00:13:30,0.5,87.06,34.44,22.8
user_1,1_trip_0,2025-01-17T00:14:00,72.4,89.55,34.13,22.0
user_1,1_trip_0,2025-01-17T00:14:30,54.8,84.93,33.15,21.8
user_1,1_trip_1,2025-02-18T00:00:00,74.4,100.0,31.25,21.8
user_1,1_trip_1,2025-02-18T00:00:30,77.6,99.12,30.21,23.2
user_1,1_trip_1,2025-02-18T00:01:00,45.7,99.55,34.19,22.3
user_1,1_trip_1,2025-02-18T00:01:30,112.6,97.18,30.0,20.9
user_1,1_trip_1,2025-02-18T00:02:00,98.3,97.16,31.84,24.0
user_1,1_trip_1,2025-02-18T00:02:30,80.2,98.31,33.13,24.0
user_1,1_trip_1,2025-02-18T00:03:00,89.5,99.06,33.75,21.8
user_1,1_trip_1,2025-02-18T00:03:30,88.7,98.18,31.52,20.4
user_1,1_trip_1,2025-02-18T00:04:00,50.7,96.26,32.1,23.2
user_1,1_trip_1,2025-02-18T00:04:30,3.1,93.86,32.85,21.3
user_1,1_trip_1,2025-02-18T00:05:00,5.9,96.18,32.01,22.4
user_1,1_trip_1,2025-02-18T00:05:30,29.8,94.7,31.33,24.2
user_1,1_trip_1,2025-02-18T00:06:00,101.1,95.29,30.99,23.6
user_1,1_trip_1,2025-02-18T00:06:30,2.8,94.95,34.25,23.7
user_1,1_trip_1,2025-02-18T00:07:00,16.8,93.46,30.34,24.9
user_1,1_trip_1,2025-02-18T00:07:30,35.8,97.71,33.33,24.5
user_1,1_trip_1,2025-02-18T00:08:00,92.0,86.41,32.39,21.7
user_1,1_trip_1,2025-02-18T00:08:30,106.8,87.42,30.95,20.6
user_1,1_trip_1,2025-02-18T00:09:00,73.0,92.77,34.22,22.1
user_1,1_trip_1,2025-02-18T00:09:30,29.7,82.53,33.1,24.5
user_1,1_trip_1,2025-02-18T00:10:00,43.8,84.92,34.74,23.7
user_1,1_trip_1,2025-02-18T00:10:30,22.4,79.16,30.82,24.3
user_1,1_trip_1,2025-02-18T00:11:00,48.2,86.19,31.41,22.7
user_1,1_trip_1,2025-02-18T00:11:30,7.4,88.63,33.13,21.9
user_1,1_trip_1,2025-02-18T00:12:00,33.8,86.66,33.14,24.3
user_1,1_trip_1,2025-02-18T00:12:30,4.4,75.39,33.69,22.3
user_1,1_trip_1,2025-02-18T00:13:00,9.5,96.47,30.35,20.2
user_1,1_trip_1,2025-02-18T00:13:30,16.2,73.01,34.85,22.6
user_1,1_trip_1,2025-02-18T00:14:00,1.1,87.33,33.2,24.7
user_1,1_trip_1,2025-02-18T00:14:30,12.6,77.81,32.41,23.6
user_1,1_trip_2,2025-02-12T00:00:00,2.4,100.0,32.92,24.1
user_1,1_trip_2,2025-02-12T00:00:30,78.9,99.2,30.31,20.8
user_1,1_trip_2,2025-02-12T00:01:00,23.1,99.67,34.2,21.5
user_1,1_trip_2,2025-02-12T00:01:30,68.4,97.0,31.42,23.0
user_1,1_trip_2,2025-02-12T00:02:00,2.0,96.15,31.45,24.4
user_1,1_trip_2,2025-02-12T00:02:30,10.3,99.17,32.29,23.4
user_1,1_trip_2,2025-02-12T00:03:00,32.9,94.17,30.38,24.0
user_1,1_trip_2,2025-02-12T00:03:30,44.5,99.24,30.44,23.6
user_1,1_trip_2,2025-02-12T00:04:00,61.6,95.24,30.19,22.1
user_1,1_trip_2,2025-02-12T00:04:30,92.5,95.5,34.05,23.2
user_1,1_trip_2,2025-02-12T00:05:00,32.1,96.62,31.14,24.7
user_1,1_trip_2,2025-02-12T00:05:30,39.9,98.69,31.76,21.3
user_1,1_trip_2,2025-02-12T00:06:00,15.8,93.86,30.26,20.8
user_1,1_trip_2,2025-02-12T00:06:30,41.1,96.01,31.94,20.5
user_1,1_trip_2,2025-02-12T00:07:00,40.2,97.12,34.54,22.2
user_1,1_trip_2,2025-02-12T00:07:30,103.8,92.14,30.48,21.0
user_1,1_trip_2,2025-02-12T00:08:00,44.4,95.62,30.56,22.0
user_1,1_trip_2,2025-02-12T00:08:30,77.7,91.85,31.63,23.2
user_1,1_trip_2,2025-02-12T00:09:00,114.5,84.05,30.93,21.6
user_1,1_trip_2,2025-02-12T00:09:30,25.9,83.58,30.18,21.0
user_1,1_trip_2,2025-02-12T00:10:00,107.6,94.64,30.03,20.7
user_1,1_trip_2,2025-02-12T00:10:30,88.0,87.59,34.94,21.6
user_1,1_trip_2,2025-02-12T00:11:00,87.0,94.3,34.63,22.7
user_1,1_trip_2,2025-02-12T00:11:30,52.4,81.32,33.7,22.1
user_1,1_trip_2,2025-02-12T00:12:00,71.2,90.74,34.73,24.1
user_1,1_trip_2,2025-02-12T00:12:30,48.9,95.27,30.07,24.7
user_1,1_trip_2,2025-02-12T00:13:00,88.2,83.05,31.19,20.4
user_1,1_trip_2,2025-02-12T00:13:30,104.6,73.41,34.72,23.5
user_1,1_trip_2,2025-02-12T00:14:00,32.3,95.72,34.06,23.1
user_1,1_trip_2,2025-02-12T00:14:30,60.6,92.8,33.59,23.1
user_1,1_trip_3,2025-02-16T00:00:00,13.3,100.0,30.68,23.5
user_1,1_trip_3,2025-02-16T00:00:30,95.1,99.73,32.6,24.3
user_1,1_trip_3,2025-02-16T00:01:00,36.7,99.66,33.55,24.3
user_1,1_trip_3,2025-02-16T00:01:30,30.8,99.29,31.78,23.2
user_1,1_trip_3,2025-02-16T00:02:00,35.7,98.41,30.22,22.0
user_1,1_trip_3,2025-02-16T00:02:30,31.3,98.72,31.21,24.7
user_1,1_trip_3,2025-02-16T00:03:00,52.0,96.19,31.97,22.2
user_1,1_trip_3,2025-02-16T00:03:30,33.4,98.91,30.42,21.7
user_1,1_trip_3,2025-02-16T00:04:00,114.3,97.97,33.2,20.7
user_1,1_trip_3,2025-02-16T00:04:30,105.4,97.9,31.36,20.1
user_1,1_trip_3,2025-02-16T00:05:00,51.1,94.76,33.09,21.2
user_1,1_trip_3,2025-02-16T00:05:30,46.2,94.36,30.33,22.5
user_1,1_trip_3,2025-02-16T00:06:00,61.3,89.18,31.26,20.3
user_1,1_trip_3,2025-02-16T00:06:30,73.2,96.09,31.79,23.6
user_1,1_trip_3,2025-02-16T00:07:00,103.3,95.84,33.71,20.5
user_1,1_trip_3,2025-02-16T00:07:30,42.7,90.72,30.27,20.9
user_1,1_trip_3,2025-02-16T00:08:00,29.9,92.18,30.42,23.6
user_1,1_trip_3,2025-02-16T00:08:30,77.2,98.05,32.23,24.9
user_1,1_trip_3,2025-02-16T00:09:00,18.1,85.05,31.63,20.6
user_1,1_trip_3,2025-02-16T00:09:30,16.9,87.08,34.37,20.3
user_1,1_trip_3,2025-02-16T00:10:00,81.8,81.51,32.09,22.9
user_1,1_trip_3,2025-02-16T00:10:30,93.1,79.42,34.25,20.1
user_1,1_trip_3,2025-02-16T00:11:00,32.5,84.47,33.12,23.7
user_1,1_trip_3,2025-02-16T00:11:30,21.7,84.14,34.73,22.4
user_1,1_trip_3,2025-02-16T00:12:00,107.8,92.93,32.06,23.9
user_1,1_trip_3,2025-02-16T00:12:30,50.1,77.52,31.03,24.1
user_1,1_trip_3,2025-02-16T00:13:00,71.5,74.7,30.22,22.0
user_1,1_trip_3,2025-02-16T00:13:30,48.5,73.06,32.14,24.0
user_1,1_trip_3,2025-02-16T00:14:00,40.8,96.7,33.23,23.2
user_1,1_trip_3,2025-02-16T00:14:30,40.8,73.05,33.39,20.3
user_1,1_trip_4,2025-01-15T00:00:00,5.2,100.0,30.93,20.2
user_1,1_trip_4,2025-01-15T00:00:30,85.2,99.21,34.15,21.8
user_1,1_trip_4,2025-01-15T00:01:00,117.1,99.13,32.16,21.5
user_1,1_trip_4,2025-01-15T00:01:30,96.0,98.12,33.74,23.9
user_1,1_trip_4,2025-01-15T00:02:00,101.3,98.66,32.09,22.0
user_1,1_trip_4,2025-01-15T00:02:30,44.6,96.35,32.98,23.8
user_1,1_trip_4,2025-01-15T00:03:00,70.1,94.17,32.2,20.5
user_1,1_trip_4,2025-01-15T00:03:30,14.1,95.33,30.55,24.5
user_1,1_trip_4,2025-01-15T00:04:00,37.3,92.88,31.05,22.5
user_1,1_trip_4,2025-01-15T00:04:30,31.6,98.98,30.67,24.7
user_1,1_trip_4,2025-01-15T00:05:00,54.0,96.49,34.17,23.5
user_1,1_trip_4,2025-01-15T00:05:30,116.9,91.31,32.18,21.7
user_1,1_trip_4,2025-01-15T00:06:00,2.8,91.31,33.34,20.2
user_1,1_trip_4,2025-01-15T00:06:30,22.6,92.92,33.21,21.0
user_1,1_trip_4,2025-01-15T00:07:00,104.9,94.41,32.23,23.2
user_1,1_trip_4,2025-01-15T00:07:30,79.8,96.71,30.89,21.6
user_1,1_trip_4,2025-01-15T00:08:00,85.9,94.83,32.79,20.2
user_1,1_trip_4,2025-01-15T00:08:30,23.7,89.38,31.06,22.5
user_1,1_trip_4,2025-01-15T00:09:00,66.6,91.04,31.8,22.0
user_1,1_trip_4,2025-01-15T00:09:30,114.2,83.51,33.86,21.6
user_1,1_trip_4,2025-01-15T00:10:00,9.0,92.32,31.29,23.5
user_1,1_trip_4,2025-01-15T00:10:30,117.4,92.52,32.99,20.7
user_1,1_trip_4,2025-01-15T00:11:00,0.1,95.73,30.28,22.7
user_1,1_trip_4,2025-01-15T00:11:30,91.5,82.9,31.04,22.7
user_1,1_trip_4,2025-01-15T00:12:00,102.7,95.1,31.25,20.7
user_1,1_trip_4,2025-01-15T00:12:30,103.9,86.19,34.24,21.3
user_1,1_trip_4,2025-01-15T00:13:00,11.6,79.42,30.05,23.4
user_1,1_trip_4,2025-01-15T00:13:30,3.0,86.02,32.45,22.6
user_1,1_trip_4,2025-01-15T00:14:00,96.8,88.29,34.43,22.0
user_1,1_trip_4,2025-01-15T00:14:30,67.5,84.08,31.98,21.6
user_2,2_trip_0,2025-02-28T00:00:00,71.9,100.0,33.92,21.4
user_2,2_trip_0,2025-02-28T00:00:30,80.6,99.1,31.99,20.4
user_2,2_trip_0,2025-02-28T00:01:00,115.0,99.55,33.45,24.9
user_2,2_trip_0,2025-02-28T00:01:30,82.8,97.32,30.66,20.5
user_2,2_trip_0,2025-02-28T00:02:00,40.9,96.79,33.96,24.7
user_2,2_trip_0,2025-02-28T00:02:30,20.3,97.78,33.73,20.9
user_2,2_trip_0,2025-02-28T00:03:00,78.0,94.8,32.06,23.6
user_2,2_trip_0,2025-02-28T00:03:30,70.2,93.61,33.54,22.9
user_2,2_trip_0,2025-02-28T00:04:00,46.0,95.55,32.0,21.3
user_2,2_trip_0,2025-02-28T00:04:30,117.4,94.43,31.09,21.0
user_2,2_trip_0,2025-02-28T00:05:00,70.2,90.19,31.76,24.4
user_2,2_trip_0,2025-02-28T00:05:30,115.6,93.63,30.88,22.7
user_2,2_trip_0,2025-02-28T00:06:00,66.8,94.37,33.92,21.5
user_2,2_trip_0,2025-02-28T00:06:30,30.6,90.14,34.24,23.3
user_2,2_trip_0,2025-02-28T00:07:00,92.2,87.21,31.89,23.2
user_2,2_trip_0,2025-02-28T00:07:30,4.4,85.42,30.31,21.6
user_2,2_trip_0,2025-02-28T00:08:00,40.7,87.2,32.34,21.5
user_2,2_trip_0,2025-02-28T00:08:30,47.1,94.99,32.64,21.1
user_2,2_trip_0,2025-02-28T00:09:00,30.6,86.69,30.08,20.8
user_2,2_trip_0,2025-02-28T00:09:30,111.9,95.26,32.44,24.7
user_2,2_trip_0,2025-02-28T00:10:00,41.0,82.75,31.48,23.6
user_2,2_trip_0,2025-02-28T00:10:30,79.0,91.9,33.95,24.5
user_2,2_trip_0,2025-02-28T00:11:00,19.2,82.84,32.13,22.0
user_2,2_trip_0,2025-02-28T00:11:30,0.5,86.87,33.04,20.2
user_2,2_trip_0,2025-02-28T00:12:00,2.4,77.18,32.14,21.6
user_2,2_trip_0,2025-02-28T00:12:30,106.3,87.47,33.39,23.5
user_2,2_trip_0,2025-02-28T00:13:00,15.5,88.75,32.11,22.8
user_2,2_trip_0,2025-02-28T00:13:30,90.7,91.99,34.09,21.3
user_2,2_trip_0,2025-02-28T00:14:00,76.6,96.15,33.3,23.6
user_2,2_trip_0,2025-02-28T00:14:30,75.1,96.64,31.16,22.9
user_2,2_trip_1,2025-01-27T00:00:00,23.2,100.0,30.99,21.3
user_2,2_trip_1,2025-01-27T00:00:30,117.6,99.01,33.01,20.1
user_2,2_trip_1,2025-01-27T00:01:00,14.4,99.34,33.04,22.0
user_2,2_trip_1,2025-01-27T00:01:30,5.2,98.07,32.02,21.7
user_2,2_trip_1,2025-01-27T00:02:00,27.0,97.13,33.55,21.1
user_2,2_trip_1,2025-01-27T00:02:30,9.2,96.52,31.01,22.4
user_2,2_trip_1,2025-01-27T00:03:00,56.0,96.16,34.95,23.1
user_2,2_trip_1,2025-01-27T00:03:30,95.5,94.86,33.48,22.6
user_2,2_trip_1,2025-01-27T00:04:00,113.3,98.65,30.31,23.6
user_2,2_trip_1,2025-01-27T00:04:30,76.5,97.27,34.81,24.6
user_2,2_trip_1,2025-01-27T00:05:00,33.3,96.13,30.9,22.6
user_2,2_trip_1,2025-01-27T00:05:30,72.3,92.51,31.26,21.4
user_2,2_trip_1,2025-01-27T00:06:00,10.4,96.55,33.89,22.8
user_2,2_trip_1,2025-01-27T00:06:30,13.0,91.09,33.76,23.5
user_2,2_trip_1,2025-01-27T00:07:00,17.4,94.19,32.29,24.6
user_2,2_trip_1,2025-01-27T00:07:30,26.7,87.1,30.23,21.0
user_2,2_trip_1,2025-01-27T00:08:00,42.7,88.7,33.25,24.0
